Company Name,Category,Source,Headquarters,No of Employees,Annual Revenue (US$ m),Email,URL,Phone Number,Fax,Address,City,State,Country
RXi Pharmaceuticals Corporation,Health,JPM,,,,,,,,,,,
S&P Pharmaceutical,Health,GlobalData,China,"9,635","$2,647",,www.600869.com,86 510 87241700,86 510 87241200,"No6 Yuandong Avenue, Gaoteng",Yixing,Jiangsu,China
Sailent Technologies,Health,GlobalData,United States of America,"15,300","$4,914",contact_us@agilent.com,www.agilent.com,1 408 3458886,1 408 3458474,5301 Stevens Creek Blvd,Santa Clara,California,United States of America
Salt Creek Biosciences ,Health,JPM,,,,,,,,,,,
SALVAT,Health,JPM,,,,,,,,,,,
Samyang,Health,GlobalData,South Korea,885,"$1,932",,www.samyangcorp.com,82 2 7407114,82 2 7407140,"31, Jong-ro 33-gil",Seoul City,,South Korea
Samyang Holdings,Health,GlobalData,South Korea,155,"$2,332",,www.samyang.com,82 2 7407111,82 2 7407112,31 Jongno 33-gil,Seoul City,,South Korea
Sanford Burnham Prebys Medical Discovery Institute,Health,JPM,,,,,,,,,,,
Sangamo Therapeutics,Health,GlobalData,United States of America,302,$84,info@sangamo.com,www.sangamo.com,1 510 9706000,1 510 2368951,501 Canal Boulevard,RICHMOND,California,United States of America
Saniona,Health,JPM,,,,,,,,,,,
Sankyo ,Health,GlobalData,Japan,"1,026",$778,,www.sankyo-fever.co.jp,81 3 57787772,81 3 57787775,"3-29-14, Shibuya",Shibuya-ku,Tokyo,Japan
Sanofi,Health,GlobalData,,,,,,,,,,,
Sanova Bioscience,Health,JPM,,,,,,,,,,,
Santen Pharmaceutical,Health,GlobalData,Japan,"3,805","$2,029",,www.santen.com,81 6 63217000,81 6 63215082,"4-20 Ofuka-cho, Grand Front Osaka Tower A",Kita-ku,Osaka,Japan
Santen Pharmaceutical Co. ,Health,JPM,,,,,,,,,,,
Santhera Pharmaceuticals ,Health,GlobalData,Switzerland,114,$23,info@santhera.com,www.santhera.com,41 61 9068950,41 61 9068951,Hohenrainstrasse 24,Pratteln,Basel-Landschaft,Switzerland
Sanwa Kagaku Kenkyusho Co. ,Health,JPM,,,,,,,,,,,
Sarepta Therapeutics,Health,GlobalData,United States of America,499,$301,info@sarepta.com,www.sarepta.com,1 617 2744000,1 302 6365454,"Suite 415, 215 First Street",Cambridge,Massachusetts,United States of America
Sareum ,Health,JPM,,,,,,,,,,,
Sartorius,Health,GlobalData,Germany,"8,125","$1,848",info@sartorius.com,www.sartorius.de,49 551 3080,49 551 3083289,Otto-Brenner-Strasse 20,GOETTINGEN,Niedersachsen,Germany
Savara,Health,GlobalData,United States of America,33,,info@savarapharma.com,savarapharma.com,1 512 6141848,1 858 5520876,"Suite 200, Building 3, 6836 Bee Cave Road",Austin,Texas,United States of America
Sawai Pharmaceutical,Health,GlobalData,Japan,"3,252","$1,516",contact@sawai.co.jp,www.sawai.co.jp,81 6 61055711,81 6 63947311,"5-2-30, Miyahara, Yodogawa-ku",Osaka City,Osaka,Japan
SBI Biotech,Health,JPM,,,,,,,,,,,
Scholar Rock Holding,Health,GlobalData,United States of America,65,,info@scholarrock.com,www.scholarrock.com,1 857 2593860,1 866 4934935,"2nd Floor, 620 Memorial Drive",Cambridge,Massachusetts,United States of America
ScinoPharm Taiwan,Health,GlobalData,Taiwan,"1,010",$117,info@scinopharm.com.tw,www.scinopharm.com,886 6 5052888,886 6 5052898,"No.1, Nan-Ke 8th Road, Southern Taiwan Science Park",,Tainan,Taiwan
Scioto Biosciences ,Health,JPM,,,,,,,,,,,
scPharmaceuticals,Health,GlobalData,United States of America,21,,,www.scpharmaceuticals.com,1 617 5170730,,"Suite 310, 2400 District Avenue",Burlington,Massachusetts,United States of America
Scynexis,Health,GlobalData,United States of America,87,$0,,www.scynexis.com,1 201 8845485,,"13th Floor
 
 , 1 Evertrust Plaza",Jersey City,New Jersey,United States of America
Se Therapeutics,Health,GlobalData,United States of America,637,$90,,www.sagerx.com,1 617 2998380,1 617 2998379,"215 , First Street",Cambridge,Massachusetts,United States of America
Seikaku,Health,GlobalData,Japan,718,$272,,www.seikagaku.co.jp,81 3 52208950,81 3 52208951,"10 Floor, Marunouchi Center Building, 6-1, Marunouchi 1-chome",Tokyo City,Tokyo,Japan
Selecta Biosciences,Health,GlobalData,United States of America,39,$1,info@selectabio.com,www.selectabio.com,1 617 9231400,1 617 9243454,480 Arsenal Way,WATERTOWN,Massachusetts,United States of America
Selexis ,Health,JPM,,,,,,,,,,,
Semnur Pharmaceuticals ,Health,JPM,,,,,,,,,,,
Sen-Jam Pharmaceutical,Health,JPM,,,,,,,,,,,
Senhwa Biosciences,Health,GlobalData,Taiwan,16,$0,,www.senhwabiosciences.com,886 2 89119856,886 2 89119956,"10F, No. 225, Sec. 3, Peihsin Rd., Hsintien Dist",New Taipei City,Taipei,Taiwan
Senomyx,Health,GlobalData,United States of America,56,$29,info@senomyx.com,www.senomyx.com,1 858 6468300,1 858 4040752,4767 Nexus Centre Drive,San Diego,California,United States of America
Seres Therapeutics,Health,GlobalData,United States of America,145,$28,info@serestherapeutics.com,www.serestherapeutics.com,1 617 9459626,,"4th Floor, 200 Sidney Street",Cambridge,Massachusetts,United States of America
SerImmune,Health,JPM,,,,,,,,,,,
Serodus ASA,Health,JPM,,,,,,,,,,,
Sesen Bio,Health,GlobalData,United States of America,17,,,www.sesenbio.com,1 617 4448550,,"Suite 1800, 245 First Street",Cambridge,Massachusetts,United States of America
SevenGenes ,Health,JPM,,,,,,,,,,,
Shandong Jheng Pharmaceutical & Chemical,Health,GlobalData,China,"2,926",$455,jcpc@jinchengpharm.com,www.jinchengpharm.com,86 533 5439432,86 533 5439426,"No.26, Kunxin Road, Kunlun Town, Zichuan Distri",ZIBO,Shandong,China
Shandong Lukang International Trading,Health,GlobalData,China,"5,971",$385,,www.lkpc.com,86 537 2983357,86 537 2880808,173 Taibai Western Road,Jining,Shandong,China
Shandong Pharmaceutical Glass,Health,GlobalData,China,"5,049",$391,,www.pharmglass.com,86 533 3259167,86 533 3233786,Yaobo Road,Zibo,Shandong,China
Shandong Weigao Group Medical Polymer Company,Health,GlobalData,China,"8,694","$1,332",wggf@weigaogroup.com,en.weigaogroup.com,86 631 5621999,86 631 5621999,"No.18 Xingshan Road, Torch Hi-Tech Industry Development Zone",Weihai,Shandong,China
Shandong Xinhua Pharmaceutical,Health,GlobalData,China,"6,384",$787,xhzy@xhzy.com,www.xhzy.com,86 533 2166666,86 533 2287508,"Chemical Industry Area of Zibo Hi-tech Industry Development Zone,",Zibo,Shandong,China
Shanghai Dingli Technology Development,Health,GlobalData,China,"1,106",$296,,www.600614.com,86 21 35071889,86 21 35080120,"18F, Golden Tower, Fortune Plaza, No. 39, Guoquan Road, Yangpu District",SHANGHAI,Shanghai,China
Shanghai Fosun Pharmaceutical,Health,GlobalData,China,"28,245","$3,767",int@fosunpharma.com,www.fosunpharma.com,86 21 33987000,86 21 33987020,"Building A, Fosun Technology Park, No. 1289 Yishan Road",Shanghai City,Shanghai,China
Shanghai Fudan-Zhangjiang Bio-Pharmaceutical,Health,GlobalData,China,735,$112,fd-zj@fd-zj.com,www.fd-zj.com,86 21 58953355,86 21 58553990,"No. 308 Cailun Road, Z.J.Hi-tech Park",Shanghai City,Shanghai,China
Shanghai Haohai Biological Technology,Health,GlobalData,China,"1,226",$234,info@3healthcare.com,www.3healthcare.com,86 21 52293555,86 21 52293558,"23rd Floor, No. 1386, WenGuang Plaza, Hongqiao Road",Changning District,Shanghai,China
Shanghai InHaimeo Holding Co,Health,GlobalData,,,,,,,,,,,
Shanghai Junshi Bioscience,Health,GlobalData,China,600,$0,,www.junshipharma.com,86 21 50796193,86 21 50796192,"Suite 605, No.88 Shangke Road,West Tower",Pudong,Shanghai,China
Shanghai Pharmaceutical,Health,GlobalData,China,"47,434","$24,050",,www.sphchina.com,86 21 63730908,86 21 63289333,"Shanghai Pharmaceutical Mansion, No.200, Taicang Road",Shanghai City,Shanghai,China
Shanghai RAAS Blood Products,Health,GlobalData,China,"2,990",$273,raas@raas-corp.com,www.raas-corp.com,86 21 22130888,86 21 37515875,"No. 2009, Wangyuan Road",Fengxian District,Shanghai,China
Shanghai ShiChai Science and Technology Co ,Health,GlobalData,,,,,,,,,,,
Shanghai Tofflon Science and Technology,Health,GlobalData,China,"2,452",$255,,www.tofflon.com,86 21 64906201,86 21 64905148,"No.2199 Fanghe Road, Minghang District",Shanghai City,,China
Shanxi Zhendong Pharmaceutical,Health,GlobalData,China,"3,746",$517,,www.zdjt.com,86 355 8096028,86 355 8096029,Zhendong Science and Technology Park,Changzhi,Shanxi,China
Shasqi ,Health,JPM,,,,,,,,,,,
Shenzhen Hepalink Pharmaceutical Group,Health,GlobalData,China,"2,333",$395,hepalink@hepalink.com,www.hepalink.com,86 755 26980200,86 755 26980183,21 Langshan Road,Shenzhen,Guangdong,China
Shenzhen Kangtai Biological Products,Health,GlobalData,China,"1,146",$305,office@biokangtai.com,www.biokangtai.com,86 755 26988688,86 755 26988600,"No. 6, Kefa Road",Shenzhen,Guangdong,China
Shenzhen lubris Pharmaceuticals,Health,GlobalData,China,"4,622",$703,info@salubris.com,www.salubris.com,86 755 83867888,86 755 83867338,"Floor 37, Building B, NEO Lvjing Square, No.6009, Shennan Avenue",Shenzhen,Shenzhen,China
Shenzhen Mindray Bio-Medical Electronics,Health,GlobalData,China,"9,234","$2,079",intl-market@mindray.com,www.mindray.com,86 755 81888398,86 731 82285158,High-tech Industrial Park,Shenzhen,Guangdong,China
Shield Therapeutics ,Health,JPM,,,,,,,,,,,
Shijiazhuang Yiling Pharmaceutical,Health,GlobalData,China,"5,218",$728,,www.yiling.cn,86 311 85901643,86 311 85906730,"No. 238, Tianshan Street, East Developing Zone",Shijiazhuang,Hebei,China
Shimadzu,Health,GlobalData,Japan,"11,954","$3,529",,www.shimadzu.com,81 75 8231111,81 75 8113188,"1, Kuwabara-cho, Nishinokyo, Nakagyo-ku",Kyoto-Shi,Kyoto,Japan
Shionogi & Co. ,Health,JPM,,,,,,,,,,,
Shiseido Co,Health,GlobalData,Japan,"38,640","$9,876",,www.shiseidogroup.com,81 3 35725111,,"5-5, Ginza 7-chome",Chuo-ku (Tokyo),Tokyo,Japan
Shockwave Medical,Health,GlobalData,United States of America,162,$12,info@shockwavemedical.com,shockwavemedical.com,1 877 7754686,1 302 6555049,5403 Betsy Ross Drive,Santa Clara,California,United States of America
Shuttle Pharmaceuticals,Health,JPM,,,,,,,,,,,
Sichuan Kelun Pharmaceutical,Health,GlobalData,China,"19,990","$2,472",kelunpharma@kelun.com,www.kelun.com,86 28 82998999,86 28 86127705,No.36 Baihua West Road,Chengdu,Sichuan,China
Sichuan Maker Biotechnology,Health,GlobalData,China,"1,972",$291,maccura@maccura.com,www.makerbio.com,86 28 87826777,86 28 87825789,"16#, Baichuan Road, Hi-Tech Industrial Development Zone",Chengdu,,China
Siegfried Holding,Health,GlobalData,Switzerland,"2,294",$812,info@siegfried.ch,siegfried.ch,41 62 7461111,41 62 7461102,Untere Bruehlstrasse 4,Zofingen,Aargau,Switzerland
Sienna Biopharmaceuticals,Health,GlobalData,United States of America,58,,,siennabio.com,1 818 6292256,1 302 6555049,"Suite 140, 30699 Russell Ranch Road",Westlake Village,California,United States of America
Sientra,Health,GlobalData,United States of America,259,$68,info@sientra.com,www.sientra.com,1 805 5623500,1 805 5628401,"Suite 200, 420 South Fairview Avenue",Santa Barbara,California,United States of America
Sierra Oncology,Health,GlobalData,Canada,79,,info@sierraoncology.com,www.sierraoncology.com,1 604 5586536,,"Suite 2150
 
 , 885 West Georgia Street",Vancouver,British Columbia,Canada
SIGA Technologies,Health,GlobalData,United States of America,41,$477,,www.siga.com,1 212 6729100,1 212 6973130,27 East 62nd Street,New York,New York,United States of America
Sihuan Pharmaceutical Holdings Group,Health,GlobalData,China,"3,952",$441,,www.sihuanpharm.com,86 10 52278700,86 10 52278758,"21th Floor, Building 2, Balizhuangxili Zhubang 2000",Beijing,Beijing,China
Silence Therapeutics,Health,GlobalData,United Kingdom,45,,info@silence-therapeutics.com,www.silence-therapeutics.com,44 20 34576900,,72 Hammersmith Road,London,Greater London,United Kingdom
Silk Road Medical,Health,GlobalData,United States of America,176,$35,info@silkroadmed.com,silkroadmed.com/,1 650 5669060,1 302 6555049,1213 Innsbruck Dr,SUNNYVALE,California,United States of America
Silver Creek Pharmaceuticals,Health,JPM,,,,,,,,,,,
Singh Biotechnology,Health,JPM,,,,,,,,,,,
Sino Biopharmaceutical,Health,GlobalData,Hong Kong,"21,498","$3,158",,www.sinobiopharm.com,852 28029886,852 28800847,"Room 4109, Office Tower, Convention Plaza, 1 Harbour Road",Hong Kong City,,Hong Kong
Sinopia Biosciences ,Health,JPM,,,,,,,,,,,
Sinovac Biotech,Health,GlobalData,China,644,$174,,www.sinovac.com,86 10 82890088,86 10 62966910,No.39 Shangdi Xi Road,Beijing City,,China
Sinphar Pharmaceutical,Health,GlobalData,Taiwan,984,$74,info@sinphar.com,www.sinphar.com,886 3 9581101,886 3 9580187,"84 Chung Shan Road, Chung Shan Village",Tungshan,Yilan,Taiwan
Sirona Biochem Corporation,Health,JPM,,,,,,,,,,,
Smith & Nephew,Health,GlobalData,United Kingdom,"16,377","$4,904",,www.smith-nephew.com,44 20 74017646,,15 Adam Street,London,Greater London,United Kingdom
Snap Bio ,Health,JPM,,,,,,,,,,,
Sol-Gel Technologies,Health,GlobalData,Israel,56,$0,,www.sol-gel.com,972 8 9313433,972 8 9313434,Golda Meir 7,Ness Ziona,,Israel
Solid Biosciences,Health,GlobalData,United States of America,111,,info@solidbio.com,www.solidbio.com,1 617 3374680,1 302 6555049,"Fifth Floor, 141 Portland Street",Cambridge,Massachusetts,United States of America
Solvay,Health,GlobalData,Belgium,"26,800","$13,334",,www.solvay.com,32 226 2642111,,Rue de Ransbeek 310,Brussels,Bruxelles-Capitale,Belgium
SomaGenics ,Health,JPM,,,,,,,,,,,
Sophiris Bio,Health,GlobalData,United States of America,6,,info@sophirisbio.com,www.sophirisbio.com,1 858 7771760,1 858 4125693,1258 Prospect Street,La Jolla,California,United States of America
Sorrento Therapeutics,Health,GlobalData,United States of America,382,$21,info@sorrentotherapeutics.com,sorrentotherapeutics.com,1 858 2034100,1 858 2103759,4955 Directors Place,San Diego,California,United States of America
Sosei Heptares,Health,GlobalData,Japan,169,$63,,www.soseiheptares.com,81 3 52103290,81 3 52103291,"11th Floor, 2-4 Kojimachi, PMO Hanzomon",Chiyoda,Tokyo,Japan
SOTIO,Health,JPM,,,,,,,,,,,
Sound Biologics,Health,JPM,,,,,,,,,,,
Southern Star Research,Health,JPM,,,,,,,,,,,
Spark Therapeutics,Health,GlobalData,United States of America,368,$65,info@sparktx.com,sparktx.com,1 888 7727560,,"Suite 1300, 3737 Market Street",Philadelphia,Pennsylvania,United States of America
Sparrow Pharmaceuticals ,Health,JPM,,,,,,,,,,,
Sparsha Pharma USA,Health,JPM,,,,,,,,,,,
SpecificiT Pharma ,Health,JPM,,,,,,,,,,,
Spectrum Pharmaceuticals,Health,GlobalData,United States of America,235,$109,,www.spectrumpharm.com,1 702 8356300,1 702 2607405,"Suite 240, 11500 South Eastern Avenue",Henderson,Nevada,United States of America
Spero Therapeutics,Health,GlobalData,United States of America,41,$4,,sperotherapeutics.com,1 857 2421600,1 302 6555049,"Suite 14, 675 Massachusetts Avenue",CAMBRIDGE,Massachusetts,United States of America
Spring Bank Pharmaceuticals,Health,GlobalData,United States of America,29,,info@springbankpharm.com,www.springbankpharm.com,1 508 4735993,1 508 3810347,"Suite 210, 35 Parkwood Drive",Hopkinton,Massachusetts,United States of America
Spyryx Biosciences,Health,JPM,,,,,,,,,,,
ST PHARM,Health,JPM,,,,,,,,,,,
STAAR Surgical Company,Health,GlobalData,United States of America,475,$124,,www.staar.com,1 626 3037902,1 626 303598402,1911 Walker Avenue,Monrovia,California,United States of America
Stabilitech ,Health,JPM,,,,,,,,,,,
Stada Arzneimittel,Health,GlobalData,Germany,"10,232","$2,609",info@stada.de,www.stada.de,49 6101 6030,49 6101 603259,Stadastrasse 2-18,Bad Vilbel,Hessen,Germany
Staidson (Beijing) Biopharmaceuticals,Health,GlobalData,China,864,$122,,www.staidson.com,86 10 67875255,86 10 67875255,"No. 36, Sea Road",Beijing,Beijing,China
Stallergenes Greer,Health,GlobalData,United Kingdom,"1,167",$327,,www.stallergenesgreer.com,44 20 31415000,44 20 31414480,"3rd Floor, 40 Bernard Street",London,England,United Kingdom
Starpharma Holdings,Health,GlobalData,Australia,48,$4,info@starpharma.com,www.starpharma.com,61 3 85322700,61 3 95105955,4-6 Southampton Crescent,Melbourne,Victoria,Australia
SteadyMed,Health,GlobalData,Israel,24,$1,,www.steadymed.com,972 3 6449556,,5 Oppenheimer Street,Rehovot,Rehovot,Israel
STEMCELL Technologies ,Health,GlobalData,,,,,,,,,,,
STEMGENICS,Health,JPM,,,,,,,,,,,
Stemimmune,Health,JPM,,,,,,,,,,,
Stemline Therapeutics,Health,GlobalData,United States of America,92,$1,info@stemline.com,www.stemline.com,1 646 5022310,1 646 3890968,"11th Floor
 
 , 750 Lexington Avenue",New York,New York,United States of America
Stempeutics Research Private ,Health,JPM,,,,,,,,,,,
Stempodia Therapeutics,Health,JPM,,,,,,,,,,,
Steris,Health,GlobalData,United Kingdom,"12,000","$2,620",,www.steris.com,44 440 3542600,,"Rutherford House, Stephensons Way",Leicester,Derbyshire,United Kingdom
STRATEC Biomedical,Health,GlobalData,Germany,"1,228",$222,info@stratec.com,www.stratec.com,49 7082 79160,49 7082 7916999,Gewerbestrasse 37,Birkenfeld,Rheinland-Pfalz,Germany
Strongbridge Bio,Health,JPM,,,,,,,,,,,
Strongbridge Biopharma,Health,GlobalData,United States of America,106,$18,info@strongbridgebio.com,www.strongbridgebio.com,1 610 2549200,,"Suite 200 , 900 Northbrook Drive",Trevose,Pennsylvania,United States of America
Structured Immunity,Health,JPM,,,,,,,,,,,
Sucampo Pharmaceuticals,Health,GlobalData,United States of America,139,$230,info@sucampo.com,www.sucampo.com,1 301 9613400,1 301 9613440,"Suite 550, 805 King Farm Boulevard",Rockville,Maryland,United States of America
Sugati Holdings,Health,JPM,,,,,,,,,,,
Sumitomo Dainippon Pharma Co. ,Health,JPM,,,,,,,,,,,
Sunesis Pharmaceuticals,Health,GlobalData,United States of America,29,$0,info@sunesis.com,www.sunesis.com,1 650 2663500,1 650 2663501,395 Oyster Point Blvd Ste 400,SOUTH SAN FRANCISCO,California,United States of America
Sunflower Pharmaceutical Group,Health,GlobalData,China,"5,940",$676,,www.kuihuayaoye.com,86 451 82307136,86 451 82367253,"No.18 Donghu Road, Jizhong",Chaoyang,Heilongjiang,China
Suntec Medical ,Health,JPM,,,,,,,,,,,
Supernus Pharmaceuticals,Health,GlobalData,United States of America,448,$409,,www.supernus.com,1 301 8382500,1 302 6555049,1550 East Gude Drive,Rockville,Maryland,United States of America
Surface Oncology,Health,GlobalData,United States of America,76,$59,info@surfaceoncology.com,www.surfaceoncology.com,1 617 7144096,1 302 6555049,"8th Floor, 50 Hampshire Street",Cambridge,Massachusetts,United States of America
SurModics,Health,GlobalData,United States of America,338,$81,info@surmodics.com,www.surmodics.com,1 952 5007000,1 952 5007001,9924 West 74th Street,Eden Prairie,Minnesota,United States of America
Sutro Biopharma,Health,GlobalData,United States of America,147,$38,general@sutrobio.com,www.sutrobio.com,1 650 3928412,1 302 6555049,"Suite 150, 310 Utah Ave",South San Francisco,California,United States of America
Suven Life Sciences,Health,GlobalData,India,954,$92,info@suven.com,www.suven.com,91 40 23541142,91 40 23541152,"6th Floor, SDE Serene Chambers, Avenue 7, Road No. 5",Hyderabad,Telangana,India
Suzhou Alphamab Co. ,Health,JPM,,,,,,,,,,,
Suzuken,Health,GlobalData,Japan,"15,816","$19,160",,www.suzuken.co.jp,81 52 9612331,81 52 9715837,8 Higashi Kataha-machi,Nagoya-Shi,Aichi,Japan
Swedish Orphan Biovitrum,Health,GlobalData,Sweden,"1,050","$1,051",info@sobi.com,www.sobi.com,46 8 6972000,,Tomtebodavagen 23A,Solna,,Sweden
SymBio Pharmaceuticals,Health,GlobalData,Japan,78,$35,,www.symbiopharma.com,81 3 54721125,81 3 54723054,"Toranomon 30 Mori Bldg., 3-2-2, Toranomon",MINATO-KU,Tokyo,Japan
Symbiotix Biotherapies,Health,JPM,,,,,,,,,,,
Symrise,Health,GlobalData,Germany,"9,647","$3,722",info@symrise.com,www.symrise.com,49 5531 900,49 5531 901617,Muhlenfeldstrasse 1,Holzminden,Niedersachsen,Germany
Synaffix BV,Health,JPM,,,,,,,,,,,
Synbal ,Health,JPM,,,,,,,,,,,
SynCore Biotechnology Co. ,Health,JPM,,,,,,,,,,,
Syndax Pharmaceuticals,Health,GlobalData,United States of America,38,$2,info@syndax.com,www.syndax.com,1 781 4191400,1 781 4191420,"Building D, Floor 3, 35 Gatehouse Drive",Waltham,Massachusetts,United States of America
Synergy Pharmaceuticals,Health,GlobalData,United States of America,313,$17,info@synergypharma.com,www.synergypharma.com,1 212 2970020,1 212 2970019,"Suite 2012, 420 Lexington Avenue",New York,New York,United States of America
Synergys Biotherapeutics ,Health,JPM,,,,,,,,,,,
Synlogic,Health,GlobalData,United States of America,74,$3,info@synlogictx.com,www.synlogictx.com,1 617 4019975,,"Suite 402, 301 Binney Street",Cambridge,Massachusetts,United States of America
Synovo GmbH,Health,JPM,,,,,,,,,,,
Synthetic Biologics,Health,GlobalData,United States of America,13,,info@syntheticbiologics.com,www.syntheticbiologics.com,1 301 4174364,1 301 4174367,"Suite 270
 
 , 9605 Medical Center Drive",Rockville,Maryland,United States of America
Synthetic Genomics,Health,JPM,,,,,,,,,,,
Synthorx,Health,GlobalData,United States of America,38,,info@synthorx.com,synthorx.com,1 858 7504715,,"Suite 290, 11099 North Torrey Pines Road",La Jolla,California,United States of America
Synvitrobio ,Health,JPM,,,,,,,,,,,
Syros Pharmaceuticals,Health,GlobalData,United States of America,76,$2,info@syros.com,www.syros.com,1 617 7441340,,"Suite 300, 620 Memorial Drive",Cambridge,Massachusetts,United States of America
Sysmex Corporation,Health,GlobalData,,,,,,,,,,,
T2 Biosystems,Health,GlobalData,United States of America,153,$11,info@t2biosystems.com,www.t2biosystems.com,1 781 4571200,1 781 3573080,91 Hartwell Avenue,Lexington,Massachusetts,United States of America
Tactical Therapeutics ,Health,JPM,,,,,,,,,,,
Tactus Therapeutics,Health,JPM,,,,,,,,,,,
Taex BioPharma,Health,GlobalData,Taiwan,,,,www.tanvex.com,,,"13th Floor-1, No. 376, Section 4, Ren’ai Road",Taipei City,Taipei,Taiwan
TAI Diagnostics,Health,JPM,,,,,,,,,,,
Taiho Pharmaceutical Co. ,Health,JPM,,,,,,,,,,,
TaiMed Biologics,Health,GlobalData,Taiwan,23,$8,,www.taimedbiologics.com,886 2 26580058,886 2 26586058,"No. 607, 3rd Floor, Ruiguang Road",Taipei City,Taipei,Taiwan
Taisho Pharmaceutical Co. ,Health,JPM,,,,,,,,,,,
Taiwan Liposome,Health,GlobalData,Taiwan,88,$2,,www.tlcbio.com,886 2 26557377,,"2nd Floor
 
 , 3 Yuanqu Street",Taipei City,,Taiwan
Taiyo Kaku,Health,GlobalData,Japan,905,$349,,www.taiyokagaku.com,81 59 3400800,81 59 3281430,"Mie Prefecture Yamada No. 800, Yubinbango",Yokkaichi,Mie,Japan
Takara Bio,Health,GlobalData,Japan,"1,448",$291,,www.takara-bio.co.jp,81 77 5656920,81 77 5618007,7-4-38 Nojihigashi,Kusatsu,Shiga,Japan
Takara Holdings,Health,GlobalData,Japan,"4,349","$2,419",,www.takara.co.jp,81 75 2415130,,"20, Naginataboko-cho, Shijo-dori Karasuma Higashi-iru",Kyoto-Shi,Kyoto,Japan
Tandem Dietes Care,Health,GlobalData,United States of America,653,$184,support@tandemdiabetes.com,www.tandemdiabetes.com,1 858 3666900,,11045 Roselle Street,San Diego,California,United States of America
TapImmune,Health,GlobalData,United States of America,11,$0,,www.tapimmune.com,1 904 5165436,,"Suite 200, 5 West Forsyth Street",Jacksonville,Florida,United States of America
TargaGenix ,Health,JPM,,,,,,,,,,,
Targovax A,Health,GlobalData,Norway,27,$0,contact@targovax.com,www.targovax.com,47 2 1398810,,Lilleakerveien 2 C,Oslo City,,Norway
Taro Pharmaceutical Industries,Health,GlobalData,Israel,"1,490",$662,,www.taro.com,972 4 8475700,972 4 8727165,"P.O. Box 10347, 14 Hakitor Street",Haifa Bay,,Israel
Tarveda Therapeutics,Health,JPM,,,,,,,,,,,
Tasly Pharmaceutical Group,Health,GlobalData,China,"9,274","$2,720",,www.tasly.com,86 22 26736999,86 22 26736721,"Tasly Modern TCM Building, No. 2, Pujihe East Road",Beichen District,Tianjin,China
TCR2 Therapeutics,Health,GlobalData,United States of America,47,,info@tcr2.com,www.tcr2.com,1 617 9495200,1 302 6555049,"Suite 710 , 100 Binney Street",Cambridge,Massachusetts,United States of America
Tecan Group,Health,GlobalData,Switzerland,"1,662",$607,info@tecan.com,www.tecan.com,41 44 9228111,41 44 9228112,Seestrasse 103,Mannedorf,Zurich,Switzerland
Teclison Limited,Health,JPM,,,,,,,,,,,
TEGA Therapeutics ,Health,JPM,,,,,,,,,,,
Teijin,Health,GlobalData,Japan,"19,711","$7,532",,www.teijin.com,81 3 35064529,,"Kasumigaseki Common Gate West Tower, 2-1, Kasumigaseki 3-Chome",Chiyoda-ku,Tokyo,Japan
Teijin Pharma Limited,Health,JPM,,,,,,,,,,,
Teikoku Seiyaku Co. ,Health,JPM,,,,,,,,,,,
Teleflex,Health,GlobalData,United States of America,"15,200","$2,448",,www.teleflex.com,1 610 2256800,1 610 9485101,"Suite 400, 550 East Swedesford Road",Wayne,Pennsylvania,United States of America
Teligene ,Health,JPM,,,,,,,,,,,
Teligent,Health,GlobalData,United States of America,189,$66,,www.teligent.com,1 856 6971441,1 856 6971442,105 Lincoln Avenue,Buena,New Jersey,United States of America
Telix Pharmaceuticals,Health,GlobalData,Australia,43,$0,info@telixpharma.com,www.telixpharma.com,,,"Suite 401
 
 , 55 Flemington Road",Melbourne,Victoria,Australia
TERO,Health,GlobalData,United States of America,715,$223,contact@tesarobio.com,www.tesarobio.com,1 339 9700900,13026555049,1000 Winter Street,Waltham,Massachusetts,United States of America
TerraVia Holdings,Health,GlobalData,United States of America,124,$18,info@terravia.com,www.terravia.com,1 6507804777,,225 Gateway Blvd,South San Francisco,California,United States of America
Tetra Discovery Partners ,Health,JPM,,,,,,,,,,,
TetraGenetics ,Health,JPM,,,,,,,,,,,
TetraLogic Pharmaceuticals,Health,GlobalData,United States of America,29,,,tetralogicpharma.com,1 610 8899900,1 610 8899994,343 Phoenixville Pike,Malvern,Pennsylvania,United States of America
Tetraphase Pharmaceuticals,Health,GlobalData,United States of America,119,$19,info@tphase.com,www.tphase.com,1 617 7153600,1 617 9263557,"Suite 110, 480 Arsenal Street",Watertown,Massachusetts,United States of America
Teva Pharmaceuticals,Health,GlobalData,,,,,,,,,,,
TG Therapeutics,Health,GlobalData,United States of America,105,$0,,www.tgtherapeutics.com,1 212 5544484,1 302 6555049,"2 Gansevoort Street, 9th Floor",New York City,New York,United States of America
The Cooper Companies,Health,GlobalData,United States of America,"12,000","$2,533",,www.coopercos.com,1 925 4603600,,"Suite 590, 6140 Stoneridge Mall Road",Pleasanton,California,United States of America
The United Loratories International Holdings,Health,GlobalData,Hong Kong,"12,200","$1,135",,www.tul.com.cn,852 26871033,852 26871031,"6 FuK Wang Street, Yuen Long Industrial Estate, Yuen Long, New Territories",Hong Kong City,,Hong Kong
Theragene Pharmaceuticals ,Health,JPM,,,,,,,,,,,
